Customer ID,Monetary,Frequency,TotalItemsPurchased,UniqueProducts,Recency,CustomerLifetime,AverageOrderValue,AverageItemsPerOrder,PurchaseRate,WeekendPurchaseRatio,CancellationRate,Cluster,IF_Label,IF_Anomaly_Score,LOF_Label,LOF_Anomaly_Score,OCSVM_Label,OCSVM_Anomaly_Score,Methods_Flagging,Final_Anomaly,High_Confidence_Anomaly
12366,500.24,1,296,3,634.0986111111112,0.0,500.24,296.0,0.0,0.0,0.0,0,Normal,-0.17597503748478138,Anomaly,1.622582482695849,Normal,-0.5290142477758062,1,False,False
12367,168.9,1,173,11,4.834722222222222,0.0,168.9,173.0,0.0,0.0,0.0,0,Normal,-0.21640745498414693,Normal,0.9991537260848302,Normal,-0.43908377371931273,0,False,False
12368,917.7,1,330,18,628.8708333333333,0.0,917.7,330.0,0.0,1.0,0.0,1,Normal,-0.10245325778811032,Normal,1.1864277695317216,Normal,-0.39387659705523737,0,False,False
12369,1791.15,3,1241,90,413.9840277777778,228.2111111111111,597.0500000000001,413.6666666666667,0.00872558049348,0.0,0.0,2,Normal,-0.19362402611977564,Normal,1.0149123667096245,Normal,-0.8503113850698347,0,False,False
12370,4316.56,7,2604,168,51.91597222222222,617.2152777777778,616.6514285714286,372.0,0.009705357042562,0.0,0.0,2,Normal,-0.19319351499086695,Normal,1.0040200244777686,Normal,-0.43738945433286647,0,False,False
12371,4067.38,5,1436,134,45.10694444444445,600.6618055555556,813.476,287.2,0.0066482531599401,0.0,0.0,2,Normal,-0.19317066382497672,Normal,1.068270130834716,Normal,-0.4023687619697047,0,False,False
12372,1298.04,3,794,34,72.02638888888889,224.9763888888889,432.68,264.6666666666667,0.008850482166893,0.0,0.0,2,Normal,-0.2333396023469752,Normal,1.0139380766917703,Normal,-1.1413452363286094,0,False,False
12373,1127.65,3,516,36,311.9861111111111,362.0430555555556,375.8833333333334,172.0,0.0055089884502526,0.0,0.0,0,Normal,-0.22363057203563363,Normal,0.9818185958548554,Normal,-1.097281565273117,0,False,False
12374,2989.2200000000003,4,1362,79,25.88402777777777,563.0666666666667,747.3050000000001,340.5,0.0053185202694716,0.0,0.0,2,Normal,-0.20171553453086094,Normal,1.056203460143236,Normal,-0.6163905412871582,0,False,False
12375,457.5,2,178,14,11.093055555555557,87.84236111111112,228.75,89.0,0.0112558917558409,0.0,0.3333333333333333,0,Normal,-0.18528728671930156,Normal,1.0239582142004777,Normal,-1.0591932569151687,0,False,False
12376,503.15,2,240,11,390.02430555555554,28.147916666666667,251.575,120.0,0.0343077692802515,0.0,0.0,0,Normal,-0.19903553939345248,Normal,1.0465644065773465,Normal,-1.2132978962783922,0,False,False
12377,3426.32,4,2105,129,315.87847222222223,274.0076388888889,856.58,526.25,0.0109087878872051,0.0,0.0,2,Normal,-0.16725015244745134,Normal,1.106360785691346,Normal,-0.7951785760776975,0,False,False
12378,5416.32,2,3316,281,130.09444444444443,432.8520833333333,2708.16,1658.0,0.0023049330368933,0.0,0.0,2,Normal,-0.08340905878246996,Normal,1.3226931940959537,Normal,-0.08789192747026409,0,False,False
12379,1620.22,4,815,58,82.11180555555555,452.8888888888889,405.055,203.75,0.006609547123623,0.0,0.2,2,Normal,-0.2295430614729484,Normal,0.9833155656873818,Normal,-1.1788175340260847,0,False,False
12380,9676.3,11,3355,156,22.05763888888889,640.9736111111112,879.6636363636364,305.0,0.0155769642660112,0.0,0.2666666666666666,2,Normal,-0.17970497977187966,Normal,1.0501547836150382,Normal,-0.6789537822609275,0,False,False
12381,1845.31,5,808,70,5.004166666666666,115.11597222222224,369.062,161.6,0.0344483185512568,0.2,0.1666666666666666,2,Normal,-0.19031879449089506,Normal,1.0228820649372925,Normal,-1.327576880160985,0,False,False
12383,1850.56,5,1532,84,185.2,167.73194444444445,370.112,306.4,0.0237062401738457,0.0,0.1666666666666666,2,Normal,-0.20259892740979807,Normal,1.050023364210047,Normal,-1.3416586296266027,0,False,False
12384,585.27,2,126,26,29.17430555555556,92.8861111111111,292.635,63.0,0.0106512026983046,0.0,0.3333333333333333,0,Normal,-0.1822496435593267,Normal,1.108454502193999,Normal,-0.895708957063535,0,False,False
12385,1938.4,1,612,65,379.9,0.0,1938.4,612.0,0.0,0.0,0.5,2,Normal,-0.09643160113119431,Normal,1.0648790720920214,Normal,-0.3905453246492292,0,False,False
12386,401.9,2,354,10,338.00902777777776,29.113888888888887,200.95,177.0,0.0332072687021492,0.0,0.0,0,Normal,-0.1991791408349689,Normal,1.0828481867558355,Normal,-1.226272189299205,0,False,False
12387,143.94,1,134,9,415.84930555555553,0.0,143.94,134.0,0.0,0.0,0.0,0,Normal,-0.2255317634980032,Normal,0.9888852270784401,Normal,-0.7213959159517858,0,False,False
12388,3901.11,8,2001,83,16.01388888888889,566.9833333333333,487.63875,250.125,0.0123243052906481,0.125,0.0,2,Normal,-0.2038908329877488,Normal,1.0183864775187494,Normal,-0.92479098351181,0,False,False
12389,1433.33,3,614,41,403.04027777777776,253.0673611111111,477.7766666666666,204.66666666666663,0.0078719281030566,0.0,0.0,2,Normal,-0.21882373923237697,Normal,0.9954304263434679,Normal,-1.0946359355468123,0,False,False
12390,549.84,1,353,32,80.13680555555555,0.0,549.84,353.0,0.0,0.0,0.0,0,Normal,-0.22112008757983265,Normal,0.9727236314207264,Normal,-0.6075228651283933,0,False,False
12391,2724.84,6,1204,241,22.02986111111111,641.0798611111111,454.14,200.66666666666663,0.0077871933116661,0.0,0.1428571428571428,2,Normal,-0.19698510885754328,Normal,1.0585079051341957,Normal,-0.4210858044898087,0,False,False
12392,234.75000000000003,1,73,7,591.9486111111111,0.0,234.75000000000003,73.0,0.0,0.0,0.0,0,Normal,-0.2060128459304012,Normal,1.0986362155574878,Normal,-0.5011576837165559,0,False,False
12393,2399.4500000000003,6,1311,63,72.88125,356.0777777777778,399.90833333333336,218.5,0.0140025515760649,0.0,0.1428571428571428,2,Normal,-0.22422776233678482,Normal,0.984153328080037,Normal,-1.2777579331840179,0,False,False
12394,1272.48,2,819,26,64.19583333333334,153.7548611111111,636.24,409.5,0.0064618325577638,0.0,0.0,2,Normal,-0.21138372188683474,Normal,1.20776141282661,Normal,-1.0927508505002472,0,False,False
12395,4721.17,15,3205,145,19.895138888888887,583.2118055555555,314.74466666666666,213.66666666666663,0.023963911490434,0.0666666666666666,0.1666666666666666,2,Normal,-0.19805592981766906,Normal,0.9641349511599426,Normal,-0.9889924141377473,0,False,False
12396,931.43,1,591,65,674.9777777777778,0.0,931.43,591.0,0.0,0.0,0.0,2,Normal,-0.14624809925433596,Normal,1.2000747959598455,Normal,-0.1343442797189991,0,False,False
12397,2409.9,2,1263,110,36.12361111111111,99.81319444444443,1204.95,631.5,0.0099193365066025,0.0,0.0,2,Normal,-0.16762022706733187,Normal,1.1377801799348037,Normal,-0.6328557325229505,0,False,False
12398,1635.66,1,1394,85,46.09930555555555,0.0,1635.66,1394.0,0.0,0.0,0.0,2,Normal,-0.12928232464120154,Normal,1.3480240712922644,Normal,-0.278168092992797,0,False,False
12399,1962.3,7,2198,67,119.98263888888889,525.1875,280.3285714285714,314.0,0.0114027794274854,0.0,0.0,2,Normal,-0.21033162161523195,Normal,1.0469201797176781,Normal,-0.8382773142872768,0,False,False
12400,205.25,1,91,11,414.96180555555554,0.0,205.25,91.0,0.0,0.0,0.0,0,Normal,-0.2310954009834687,Normal,0.9992926873041375,Normal,-0.6956572004039625,0,False,False
12401,84.3,1,11,5,303.9583333333333,0.0,84.3,11.0,0.0,0.0,0.0,0,Normal,-0.12674447681267798,Normal,1.0662485333107594,Normal,-0.5803906537671049,0,False,False
12402,1256.9,6,584,43,323.9590277777778,347.0472222222222,209.4833333333333,97.33333333333331,0.014365866700719,0.3333333333333333,0.1428571428571428,2,Normal,-0.18843255358959332,Normal,1.0191005016539223,Normal,-1.2497883982458213,0,False,False
12403,1019.36,2,260,5,50.08263888888889,471.9666666666666,509.68,130.0,0.0021143139051377,0.0,0.3333333333333333,0,Normal,-0.16522293961352152,Normal,1.5503183380819037,Normal,-0.7824249240243866,0,False,False
12404,63.24,1,1,1,682.8506944444445,0.0,63.24,1.0,0.0,0.0,0.0,0,Normal,-0.022530248566145716,Normal,1.1713923380229168,Normal,-0.04213343628958377,0,False,False
12405,1710.39,1,857,54,149.1652777777778,0.0,1710.39,857.0,0.0,0.0,0.0,2,Normal,-0.14278622321598083,Normal,1.1645040512613245,Normal,-0.5214577103745848,0,False,False
12406,6390.36,5,3416,114,22.72777777777777,675.2208333333333,1278.072,683.2,0.0059152273973615,0.0,0.2857142857142857,2,Normal,-0.1396305208924541,Normal,1.097701156028727,Normal,-0.662531046149943,0,False,False
12407,1708.12,5,1416,57,50.110416666666666,214.8680555555556,341.624,283.2,0.0185298375422229,0.2,0.0,2,Normal,-0.21420510262826248,Normal,1.0226356923656879,Normal,-1.2274515450243606,0,False,False
12408,4340.77,8,2229,104,33.015972222222224,465.9583333333333,542.5962499999999,278.625,0.0149906308557151,0.0,0.4285714285714285,2,Normal,-0.18437783318975282,Normal,1.0332149637949453,Normal,-0.8006971051453755,0,False,False
12409,23419.29,7,13143,177,79.09166666666667,486.80347222222224,3345.612857142857,1877.571428571429,0.0123000354480188,0.1428571428571428,0.4615384615384615,2,Normal,-0.028533317754452225,Normal,1.3358894254112081,Normal,-0.7038246238983379,0,False,False
12410,1013.71,3,341,36,309.0909722222222,193.8840277777778,337.90333333333336,113.66666666666669,0.0102625136744431,0.3333333333333333,0.25,2,Normal,-0.1872067557838562,Normal,0.9920257355354888,Normal,-1.26186988401621,0,False,False
12411,346.9,1,138,22,410.1423611111111,0.0,346.9,138.0,0.0,0.0,0.0,0,Normal,-0.2336592110509947,Normal,0.9695497232203623,Normal,-0.6672218071824276,0,False,False
12412,2596.93,6,1997,82,75.10694444444445,464.8708333333333,432.82166666666666,332.8333333333333,0.0107325886109347,0.0,0.25,2,Normal,-0.21589302473761685,Normal,0.9703877538687313,Normal,-1.1359778916423044,0,False,False
12413,999.45,4,319,41,67.15972222222223,335.8152777777778,249.8625,79.75,0.0089069593867393,0.25,0.3333333333333333,2,Normal,-0.18893782121197256,Normal,1.0019038598380194,Normal,-1.0272989295481723,0,False,False
12414,952.41,6,495,21,217.91597222222225,246.10347222222225,158.735,82.5,0.0202344384521778,0.0,0.25,0,Normal,-0.19617798473208048,Normal,1.021734018497379,Normal,-1.4672261934573627,0,False,False
12415,144458.37,28,91447,498,24.93611111111111,503.24444444444447,5159.2275,3265.964285714286,0.0535454585518487,0.0,0.1515151515151515,2,Anomaly,0.01736958207683137,Normal,1.1725326369243665,Normal,-0.26461742768445884,1,True,False
12416,202.56,1,132,11,657.1048611111111,0.0,202.56,132.0,0.0,1.0,0.0,1,Normal,-0.13668176483280114,Normal,1.0018016871034798,Normal,-0.658508007740374,0,False,False
12417,6797.41,20,2884,270,3.915277777777778,730.1819444444444,339.8705,144.2,0.0259853243701693,0.1,0.2592592592592592,2,Normal,-0.1546564169835674,Normal,1.039530871675473,Normal,-0.7001232256835688,0,False,False
12418,2021.2,4,1088,90,113.07083333333334,517.8479166666667,505.3,272.0,0.0057820411408288,0.0,0.2,2,Normal,-0.21507760421386968,Normal,0.9839044142236816,Normal,-1.017267533116986,0,False,False
12419,503.01,2,231,23,386.1152777777778,27.975,251.505,115.5,0.0345125107851596,0.0,0.0,0,Normal,-0.20580387712346715,Normal,1.0148769151261,Normal,-1.1445779710097037,0,False,False
12420,600.39,1,345,29,64.16319444444444,0.0,600.39,345.0,0.0,0.0,0.0,0,Normal,-0.21729869867290352,Normal,0.9737962614885121,Normal,-0.6097267033352196,0,False,False
12421,1098.6,6,652,44,16.15486111111111,489.7986111111111,183.1,108.66666666666669,0.010187477891758,0.1666666666666666,0.25,2,Normal,-0.21036641247156967,Normal,1.0017729638097945,Normal,-1.1616444594414812,0,False,False
12422,5231.8,17,2596,137,96.12638888888888,625.8777777777777,307.7529411764706,152.7058823529412,0.0255233166131976,0.1176470588235294,0.1904761904761904,2,Normal,-0.17984775215573556,Normal,0.9993161316439287,Normal,-1.0883654842302781,0,False,False
12423,2622.39,10,1793,128,1.1111111111111112,465.0270833333333,262.239,179.3,0.0193121823213064,0.0,0.0909090909090909,2,Normal,-0.21574533011673447,Normal,1.0016603509148776,Normal,-0.8383547529998063,0,False,False
12424,3340.03,4,2025,78,163.03055555555557,385.86875,835.0075,506.25,0.0077545679251684,0.0,0.4285714285714285,2,Normal,-0.16581882028591027,Normal,1.0044096679883094,Normal,-1.0317349399409728,0,False,False
12425,1741.41,2,1147,87,78.80486111111111,370.13958333333335,870.705,573.5,0.0026944040595687,0.0,0.3333333333333333,2,Normal,-0.17087241401000058,Normal,1.0251013042005657,Normal,-0.8718339402776842,0,False,False
12426,1345.21,2,584,73,195.01666666666668,468.15625,672.605,292.0,0.0021314860454272,0.5,0.3333333333333333,1,Normal,-0.14966135437731026,Normal,1.0917497881304066,Normal,-0.6364621549881004,0,False,False
12427,825.8,3,533,26,22.1625,349.925,275.26666666666665,177.66666666666666,0.0056992234808007,0.0,0.4,2,Normal,-0.203862644044302,Normal,0.9659613727560193,Normal,-1.028624976381074,0,False,False
12428,7956.46,9,3536,258,26.18611111111111,257.9506944444444,884.0511111111111,392.8888888888889,0.0308939121293468,0.1111111111111111,0.25,2,Normal,-0.1499842652368657,Normal,1.134370886625172,Normal,-1.0810950753880375,0,False,False
12429,6204.41,8,2890,124,9.811111111111112,537.1625,775.55125,361.25,0.0130072236545653,0.0,0.1111111111111111,2,Normal,-0.19282206351957765,Normal,1.0044007318797556,Normal,-0.8085783069189914,0,False,False
12430,256.4,1,117,11,43.90347222222222,0.0,256.4,117.0,0.0,0.0,0.0,0,Normal,-0.2277872751912688,Normal,0.9791455156030595,Normal,-0.5176148799575957,0,False,False
12431,10432.22,27,4600,244,36.03819444444444,658.11875,386.3785185185185,170.37037037037038,0.039446609582871,0.074074074074074,0.1818181818181818,2,Normal,-0.14846344559987995,Normal,0.9775144035855208,Normal,-0.8623138933038765,0,False,False
12432,5059.32,5,1801,107,43.046527777777776,129.92777777777778,1011.864,360.2,0.0305511944668392,0.0,0.0,2,Normal,-0.16878675125477977,Normal,1.208297086344042,Normal,-0.7768707469292893,0,False,False
12433,16794.14,10,13534,285,1.1166666666666667,476.0270833333333,1679.414,1353.4,0.0188668532971136,0.0,0.0909090909090909,2,Normal,-0.07736747394472954,Normal,1.180294034593964,Normal,-0.6306708095771545,0,False,False
12434,1103.43,3,532,62,85.00833333333334,296.9583333333333,367.81,177.33333333333334,0.0067123479233673,0.0,0.4,2,Normal,-0.21576205424569117,Normal,0.9714220307855875,Normal,-1.0171105326730685,0,False,False
12435,13925.93,6,4958,88,80.15555555555555,657.7972222222222,2320.988333333333,826.3333333333334,0.0075895887707817,0.0,0.0,2,Normal,-0.09822859162761022,Normal,1.1989031555019372,Normal,-0.4122300562124539,0,False,False
12436,509.01,1,211,16,100.02847222222222,0.0,509.01,211.0,0.0,0.0,0.0,0,Normal,-0.22828776124808609,Normal,1.1076793663880018,Normal,-0.6779787236157606,0,False,False
12437,12683.4,39,8000,273,2.052083333333333,735.7993055555555,325.2153846153846,205.1282051282052,0.0515744242882361,0.0512820512820512,0.1702127659574468,2,Normal,-0.10386823384784416,Normal,1.0023126738493733,Normal,-0.7089258294518794,0,False,False
12438,2906.85,2,1180,84,14.973611111111111,125.99930555555557,1453.425,590.0,0.0078740588039085,0.0,0.0,2,Normal,-0.16625195235849272,Normal,1.2108288962901574,Normal,-0.648695347325964,0,False,False
12439,1142.88,2,478,69,683.0270833333333,43.14652777777778,571.44,239.0,0.0226518381022793,0.0,0.3333333333333333,2,Normal,-0.1442979585480656,Normal,1.2056440193867264,Normal,-0.853219531693306,0,False,False
12440,859.2,2,331,21,462.98541666666665,255.04722222222225,429.6,165.5,0.0039055295789622,0.0,0.3333333333333333,0,Normal,-0.18614314279803512,Normal,1.039557583900021,Normal,-1.2842516489221096,0,False,False
12441,173.55,1,121,11,367.08680555555554,0.0,173.55,121.0,0.0,0.0,0.0,0,Normal,-0.23411593683933052,Normal,0.9796770347171389,Normal,-0.7427430823557142,0,False,False
12442,172.06,1,182,12,3.936111111111111,0.0,172.06,182.0,0.0,0.0,0.0,0,Normal,-0.21679487415516707,Normal,1.0098911309298588,Normal,-0.4356856668665947,0,False,False
12443,485.31,1,182,21,732.8805555555556,0.0,485.31,182.0,0.0,0.0,0.0,0,Normal,-0.19428053073777307,Normal,1.1081407364475766,Normal,-0.2701041034487659,0,False,False
12444,5005.46,5,1153,138,21.977083333333333,149.97430555555556,1001.092,230.6,0.0264945745918869,0.0,0.0,2,Normal,-0.17274502528126706,Normal,1.3375240522123883,Normal,-0.5407421430683028,0,False,False
12445,434.98,2,206,24,22.75486111111111,398.2604166666667,217.49,103.0,0.0025046309582822,0.0,0.3333333333333333,0,Normal,-0.1922553561563647,Normal,1.0306091962817925,Normal,-0.8559241517121201,0,False,False
12446,1002.31,1,351,57,58.0,0.0,1002.31,351.0,0.0,0.0,0.0,2,Normal,-0.18839094607556672,Normal,1.0711895803348772,Normal,-0.3648333899302969,0,False,False
12447,476.49,1,190,26,243.97569444444449,0.0,476.49,190.0,0.0,1.0,0.0,1,Normal,-0.15611381318544176,Normal,0.9547381335268902,Normal,-0.7234387404378775,0,False,False
12448,449.45,1,243,22,44.96111111111111,0.0,449.45,243.0,0.0,0.0,0.0,0,Normal,-0.2308464910952126,Normal,0.9955558061531207,Normal,-0.5907407569184091,0,False,False
12449,4835.89,6,2282,125,22.961111111111112,416.17291666666665,805.9816666666667,380.3333333333333,0.0119854376932027,0.1666666666666666,0.0,2,Normal,-0.18360544714484311,Normal,1.0551337011914725,Normal,-0.9031043616891137,0,False,False
12450,688.2,5,442,31,156.92291666666668,318.0625,137.64,88.4,0.0125367286973555,0.4,0.2857142857142857,1,Normal,-0.1778393741736219,Normal,1.0527281333797738,Normal,-0.901181762067433,0,False,False
12451,12669.88,8,9359,352,11.17361111111111,518.8208333333333,1583.735,1169.875,0.013466178250519,0.0,0.2,2,Normal,-0.09949538556723736,Normal,1.1492267167472772,Normal,-0.5966712289373146,0,False,False
12452,430.57,2,185,21,17.09861111111111,0.0993055555555555,215.285,92.5,0.9096651926721416,0.0,0.3333333333333333,0,Normal,-0.13037659056434714,Normal,1.118331059720815,Normal,-0.33807904075425776,0,False,False
12453,707.09,1,473,43,134.94583333333333,0.0,707.09,473.0,0.0,0.0,0.0,2,Normal,-0.20625518577941243,Normal,1.0266323813644296,Normal,-0.6043453715289777,0,False,False
12454,16679.78,5,7703,24,56.81736111111111,364.9861111111111,3335.956,1540.6,0.0109293764942506,0.0,0.4444444444444444,2,Normal,-0.044554888176224106,Normal,1.3561863532565073,Normal,-0.7554029510232332,0,False,False
12455,5879.95,10,3302,199,73.88819444444445,648.1236111111111,587.995,330.2,0.0138648476899409,0.0,0.0,2,Normal,-0.1754582175934163,Normal,1.0190626846198612,Normal,-0.41006479214410874,0,False,False
12456,3181.04,3,1633,105,44.922916666666666,210.22847222222225,1060.3466666666666,544.3333333333334,0.0094684205162261,0.3333333333333333,0.25,2,Normal,-0.15448939116635785,Normal,1.1709679460607858,Normal,-1.0494277005380912,0,False,False
12457,2995.91,8,1094,63,66.98402777777778,368.8013888888889,374.48875,136.75,0.0189290797988409,0.0,0.4285714285714285,2,Normal,-0.19282392615627014,Normal,1.0667959746176443,Normal,-0.9182928113716113,0,False,False
12458,1777.49,4,986,71,71.89236111111111,416.2027777777778,444.3725,246.5,0.007190747904363,0.0,0.0,2,Normal,-0.23356255840978313,Normal,0.9622617950253927,Normal,-0.8665052151712915,0,False,False
12459,454.36,1,258,23,605.9145833333333,0.0,454.36,258.0,0.0,0.0,0.0,0,Normal,-0.213222956203925,Normal,0.9672897085249759,Normal,-0.5502201732307781,0,False,False
12460,326.65,1,170,18,456.9576388888889,0.0,326.65,170.0,0.0,0.0,0.0,0,Normal,-0.23448842284061672,Normal,0.9686030957766254,Normal,-0.7223304568564419,0,False,False
12461,826.88,2,287,35,94.82847222222222,60.27361111111111,413.44,143.5,0.0163202393635106,0.0,0.0,0,Normal,-0.22668759568155322,Normal,1.0223328551506572,Normal,-1.0048633668343574,0,False,False
12462,1189.59,2,536,51,19.152083333333334,284.76875,594.795,268.0,0.0034993329396583,0.0,0.5,2,Normal,-0.17500237867636426,Normal,1.0847166187039066,Normal,-0.6759570303574942,0,False,False
12463,1344.78,4,776,65,53.9625,188.03958333333333,336.195,194.0,0.0158696921940951,0.0,0.4285714285714285,2,Normal,-0.20153158075909705,Normal,1.0058541913241261,Normal,-1.0287485296610188,0,False,False
12464,1212.05,8,112,6,10.970138888888888,299.00208333333336,151.50625,14.0,0.0233331712974215,0.0,0.0,0,Normal,-0.13318399601513636,Normal,1.392842946115278,Normal,-0.6002578676967714,0,False,False
12465,742.1899999999999,2,479,46,17.844444444444445,152.12291666666667,371.095,239.5,0.0065307010979741,0.0,0.3333333333333333,2,Normal,-0.20719269068039553,Normal,0.9808068202034927,Normal,-1.0532363878923343,0,False,False
12466,56.73,1,1,1,682.85,0.0,56.73,1.0,0.0,0.0,0.0,0,Normal,-0.016592021772926513,Normal,1.1501505597951147,Normal,-0.049877887708290825,0,False,False
12467,132.8,1,129,9,423.88125,0.0,132.8,129.0,0.0,0.0,0.5,0,Normal,-0.15887744278497767,Normal,1.0378910709919018,Normal,-0.5589775377559496,0,False,False
12468,3670.74,5,2201,127,188.05138888888888,495.0604166666666,734.1479999999999,440.2,0.0080635339277389,0.2,0.5,2,Normal,-0.13188623830558382,Normal,1.176406433323503,Normal,-0.7675187465002344,0,False,False
12469,3070.54,2,2552,76,523.0069444444445,14.09027777777778,1535.27,1276.0,0.0662678324896456,0.0,0.0,2,Normal,-0.0718678080971078,Normal,1.4049271919143438,Normal,-0.4127104078835582,0,False,False
12470,211.95,1,95,23,690.0756944444445,0.0,211.95,95.0,0.0,0.0,0.0,0,Normal,-0.20109123857628747,Normal,1.0005918147774693,Normal,-0.2878407504696314,0,False,False
12471,39918.19,79,16858,255,2.879861111111111,730.2097222222222,505.2935443037975,213.3924050632912,0.1066725422672853,0.0379746835443038,0.3875968992248062,2,Normal,-0.023622826591241486,Normal,1.2125350251196902,Normal,-0.3308214327724155,0,False,False
12472,16249.29,19,10378,397,32.950694444444444,693.1333333333333,855.2257894736841,546.2105263157895,0.0259316173645793,0.1052631578947368,0.4864864864864865,2,Normal,-0.07177810334770363,Normal,1.1524831742562913,Normal,-0.3438344950351202,0,False,False
12473,3928.05,5,2414,140,29.961111111111112,162.14652777777778,785.6099999999999,482.8,0.0245178371521851,0.0,0.4444444444444444,2,Normal,-0.14499056927881948,Normal,1.1707768631382185,Normal,-0.8538626499707695,0,False,False
12474,12372.75,31,7940,369,17.924305555555556,649.2069444444444,399.1209677419355,256.1290322580645,0.0461391565505854,0.0967741935483871,0.4259259259259259,2,Normal,-0.09763649497581373,Normal,1.1067627640254234,Normal,-0.46228850585454184,0,False,False
12475,1149.64,2,771,54,54.11111111111112,356.05625,574.82,385.5,0.0028006791646974,0.0,0.0,2,Normal,-0.21805703016167166,Normal,1.0234715645661365,Normal,-0.7745633658843154,0,False,False
