Customer ID,Monetary,Frequency,TotalItemsPurchased,UniqueProducts,Recency,CustomerLifetime,AverageOrderValue,AverageItemsPerOrder,PurchaseRate,WeekendPurchaseRatio,CancellationRate,Cluster
12385,1938.4,1,612,65,379.9,0.0,1938.4,612.0,0.0,0.0,0.5,2
12386,401.9,2,354,10,338.00902777777776,29.113888888888887,200.95,177.0,0.0332072687021492,0.0,0.0,0
12387,143.94,1,134,9,415.84930555555553,0.0,143.94,134.0,0.0,0.0,0.0,0
12388,3901.11,8,2001,83,16.01388888888889,566.9833333333333,487.63875,250.125,0.0123243052906481,0.125,0.0,2
12389,1433.33,3,614,41,403.04027777777776,253.0673611111111,477.7766666666666,204.66666666666663,0.0078719281030566,0.0,0.0,2
12390,549.84,1,353,32,80.13680555555555,0.0,549.84,353.0,0.0,0.0,0.0,0
12391,2724.84,6,1204,241,22.02986111111111,641.0798611111111,454.14,200.66666666666663,0.0077871933116661,0.0,0.1428571428571428,2
12392,234.75000000000003,1,73,7,591.9486111111111,0.0,234.75000000000003,73.0,0.0,0.0,0.0,0
12393,2399.4500000000003,6,1311,63,72.88125,356.0777777777778,399.90833333333336,218.5,0.0140025515760649,0.0,0.1428571428571428,2
12394,1272.48,2,819,26,64.19583333333334,153.7548611111111,636.24,409.5,0.0064618325577638,0.0,0.0,2
12395,4721.17,15,3205,145,19.895138888888887,583.2118055555555,314.74466666666666,213.66666666666663,0.023963911490434,0.0666666666666666,0.1666666666666666,2
12396,931.43,1,591,65,674.9777777777778,0.0,931.43,591.0,0.0,0.0,0.0,2
12397,2409.9,2,1263,110,36.12361111111111,99.81319444444443,1204.95,631.5,0.0099193365066025,0.0,0.0,2
12398,1635.66,1,1394,85,46.09930555555555,0.0,1635.66,1394.0,0.0,0.0,0.0,2
12399,1962.3,7,2198,67,119.98263888888889,525.1875,280.3285714285714,314.0,0.0114027794274854,0.0,0.0,2
12400,205.25,1,91,11,414.96180555555554,0.0,205.25,91.0,0.0,0.0,0.0,0
12401,84.3,1,11,5,303.9583333333333,0.0,84.3,11.0,0.0,0.0,0.0,0
12402,1256.9,6,584,43,323.9590277777778,347.0472222222222,209.48333333333332,97.33333333333331,0.014365866700719,0.3333333333333333,0.1428571428571428,2
12403,1019.36,2,260,5,50.08263888888889,471.9666666666666,509.68,130.0,0.0021143139051377,0.0,0.3333333333333333,0
12404,63.24,1,1,1,682.8506944444445,0.0,63.24,1.0,0.0,0.0,0.0,0
12405,1710.39,1,857,54,149.1652777777778,0.0,1710.39,857.0,0.0,0.0,0.0,2
12406,6390.36,5,3416,114,22.727777777777774,675.2208333333333,1278.072,683.2,0.0059152273973615,0.0,0.2857142857142857,2
12407,1708.12,5,1416,57,50.110416666666666,214.86805555555557,341.624,283.2,0.0185298375422229,0.2,0.0,2
12408,4340.77,8,2229,104,33.015972222222224,465.9583333333333,542.5962499999999,278.625,0.0149906308557151,0.0,0.4285714285714285,2
12409,23419.29,7,13143,177,79.09166666666667,486.80347222222224,3345.612857142857,1877.571428571429,0.0123000354480188,0.1428571428571428,0.4615384615384615,2
12410,1013.71,3,341,36,309.0909722222222,193.8840277777778,337.90333333333336,113.66666666666669,0.0102625136744431,0.3333333333333333,0.25,2
12411,346.9,1,138,22,410.1423611111111,0.0,346.9,138.0,0.0,0.0,0.0,0
12412,2596.93,6,1997,82,75.10694444444445,464.8708333333333,432.82166666666666,332.8333333333333,0.0107325886109347,0.0,0.25,2
12413,999.45,4,319,41,67.15972222222223,335.8152777777778,249.8625,79.75,0.0089069593867393,0.25,0.3333333333333333,2
12414,952.41,6,495,21,217.91597222222225,246.10347222222225,158.735,82.5,0.0202344384521778,0.0,0.25,0
12415,144458.37,28,91447,498,24.93611111111111,503.24444444444447,5159.2275,3265.964285714286,0.0535454585518487,0.0,0.1515151515151515,2
12416,202.56,1,132,11,657.1048611111111,0.0,202.56,132.0,0.0,1.0,0.0,1
12417,6797.41,20,2884,270,3.915277777777778,730.1819444444444,339.8705,144.2,0.0259853243701693,0.1,0.2592592592592592,2
12418,2021.2,4,1088,90,113.07083333333334,517.8479166666667,505.3,272.0,0.0057820411408288,0.0,0.2,2
12419,503.01,2,231,23,386.1152777777778,27.975,251.505,115.5,0.0345125107851596,0.0,0.0,0
12420,600.39,1,345,29,64.16319444444444,0.0,600.39,345.0,0.0,0.0,0.0,0
12421,1098.6,6,652,44,16.15486111111111,489.7986111111111,183.1,108.66666666666669,0.010187477891758,0.1666666666666666,0.25,2
12422,5231.8,17,2596,137,96.12638888888888,625.8777777777777,307.7529411764706,152.7058823529412,0.0255233166131976,0.1176470588235294,0.1904761904761904,2
12423,2622.39,10,1793,128,1.1111111111111112,465.0270833333333,262.239,179.3,0.0193121823213064,0.0,0.0909090909090909,2
12424,3340.03,4,2025,78,163.03055555555557,385.86875,835.0075,506.25,0.0077545679251684,0.0,0.4285714285714285,2
12425,1741.41,2,1147,87,78.80486111111111,370.13958333333335,870.705,573.5,0.0026944040595687,0.0,0.3333333333333333,2
12426,1345.21,2,584,73,195.01666666666668,468.15625,672.605,292.0,0.0021314860454272,0.5,0.3333333333333333,1
12427,825.8,3,533,26,22.1625,349.925,275.26666666666665,177.66666666666666,0.0056992234808007,0.0,0.4,2
12428,7956.46,9,3536,258,26.18611111111111,257.9506944444444,884.0511111111111,392.8888888888889,0.0308939121293468,0.1111111111111111,0.25,2
12429,6204.41,8,2890,124,9.811111111111112,537.1625,775.55125,361.25,0.0130072236545653,0.0,0.1111111111111111,2
12430,256.4,1,117,11,43.90347222222222,0.0,256.4,117.0,0.0,0.0,0.0,0
12431,10432.22,27,4600,244,36.03819444444444,658.11875,386.3785185185185,170.37037037037038,0.039446609582871,0.074074074074074,0.1818181818181818,2
12432,5059.32,5,1801,107,43.046527777777776,129.92777777777778,1011.864,360.2,0.0305511944668392,0.0,0.0,2
12433,16794.14,10,13534,285,1.1166666666666667,476.0270833333333,1679.414,1353.4,0.0188668532971136,0.0,0.0909090909090909,2
12434,1103.43,3,532,62,85.00833333333334,296.9583333333333,367.81,177.33333333333334,0.0067123479233673,0.0,0.4,2
12435,13925.93,6,4958,88,80.15555555555555,657.7972222222222,2320.988333333333,826.3333333333334,0.0075895887707817,0.0,0.0,2
12436,509.01,1,211,16,100.02847222222222,0.0,509.01,211.0,0.0,0.0,0.0,0
12437,12683.4,39,8000,273,2.052083333333333,735.7993055555555,325.2153846153846,205.12820512820517,0.0515744242882361,0.0512820512820512,0.1702127659574468,2
12438,2906.85,2,1180,84,14.973611111111111,125.99930555555557,1453.425,590.0,0.0078740588039085,0.0,0.0,2
12439,1142.88,2,478,69,683.0270833333333,43.14652777777778,571.44,239.0,0.0226518381022793,0.0,0.3333333333333333,2
12440,859.2,2,331,21,462.98541666666665,255.04722222222225,429.6,165.5,0.0039055295789622,0.0,0.3333333333333333,0
12441,173.55,1,121,11,367.08680555555554,0.0,173.55,121.0,0.0,0.0,0.0,0
12442,172.06,1,182,12,3.936111111111111,0.0,172.06,182.0,0.0,0.0,0.0,0
12443,485.31,1,182,21,732.8805555555556,0.0,485.31,182.0,0.0,0.0,0.0,0
12444,5005.46,5,1153,138,21.977083333333333,149.97430555555556,1001.092,230.6,0.0264945745918869,0.0,0.0,2
12445,434.98,2,206,24,22.75486111111111,398.2604166666667,217.49,103.0,0.0025046309582822,0.0,0.3333333333333333,0
12446,1002.31,1,351,57,58.0,0.0,1002.31,351.0,0.0,0.0,0.0,2
12447,476.49,1,190,26,243.97569444444449,0.0,476.49,190.0,0.0,1.0,0.0,1
12448,449.45,1,243,22,44.96111111111111,0.0,449.45,243.0,0.0,0.0,0.0,0
12449,4835.89,6,2282,125,22.961111111111112,416.17291666666665,805.9816666666667,380.3333333333333,0.0119854376932027,0.1666666666666666,0.0,2
12450,688.2,5,442,31,156.92291666666668,318.0625,137.64,88.4,0.0125367286973555,0.4,0.2857142857142857,1
12451,12669.88,8,9359,352,11.17361111111111,518.8208333333333,1583.735,1169.875,0.013466178250519,0.0,0.2,2
12452,430.57,2,185,21,17.09861111111111,0.0993055555555555,215.285,92.5,0.9096651926721416,0.0,0.3333333333333333,0
12453,707.09,1,473,43,134.94583333333333,0.0,707.09,473.0,0.0,0.0,0.0,2
12454,16679.78,5,7703,24,56.81736111111111,364.9861111111111,3335.956,1540.6,0.0109293764942506,0.0,0.4444444444444444,2
12455,5879.95,10,3302,199,73.88819444444445,648.1236111111111,587.995,330.2,0.0138648476899409,0.0,0.0,2
12456,3181.04,3,1633,105,44.922916666666666,210.22847222222225,1060.3466666666666,544.3333333333334,0.0094684205162261,0.3333333333333333,0.25,2
12457,2995.91,8,1094,63,66.98402777777778,368.8013888888889,374.48875,136.75,0.0189290797988409,0.0,0.4285714285714285,2
12458,1777.49,4,986,71,71.89236111111111,416.2027777777778,444.3725,246.5,0.007190747904363,0.0,0.0,2
12459,454.36,1,258,23,605.9145833333333,0.0,454.36,258.0,0.0,0.0,0.0,0
12460,326.65,1,170,18,456.9576388888889,0.0,326.65,170.0,0.0,0.0,0.0,0
12461,826.88,2,287,35,94.82847222222222,60.27361111111111,413.44,143.5,0.0163202393635106,0.0,0.0,0
12462,1189.59,2,536,51,19.152083333333334,284.76875,594.795,268.0,0.0034993329396583,0.0,0.5,2
12463,1344.78,4,776,65,53.9625,188.03958333333333,336.195,194.0,0.0158696921940951,0.0,0.4285714285714285,2
12464,1212.05,8,112,6,10.970138888888888,299.00208333333336,151.50625,14.0,0.0233331712974215,0.0,0.0,0
12465,742.1899999999999,2,479,46,17.844444444444445,152.12291666666667,371.095,239.5,0.0065307010979741,0.0,0.3333333333333333,2
12466,56.73,1,1,1,682.85,0.0,56.73,1.0,0.0,0.0,0.0,0
12467,132.8,1,129,9,423.88125,0.0,132.8,129.0,0.0,0.0,0.5,0
12468,3670.74,5,2201,127,188.05138888888888,495.0604166666666,734.1479999999999,440.2,0.0080635339277389,0.2,0.5,2
12469,3070.54,2,2552,76,523.0069444444445,14.09027777777778,1535.27,1276.0,0.0662678324896456,0.0,0.0,2
12470,211.95,1,95,23,690.0756944444445,0.0,211.95,95.0,0.0,0.0,0.0,0
12471,39918.19,79,16858,255,2.879861111111111,730.2097222222222,505.2935443037975,213.39240506329116,0.1066725422672853,0.0379746835443038,0.3875968992248062,2
12472,16249.29,19,10378,397,32.950694444444444,693.1333333333333,855.2257894736841,546.2105263157895,0.0259316173645793,0.1052631578947368,0.4864864864864865,2
12473,3928.05,5,2414,140,29.961111111111112,162.14652777777778,785.6099999999999,482.8,0.0245178371521851,0.0,0.4444444444444444,2
12474,12372.75,31,7940,369,17.924305555555556,649.2069444444444,399.1209677419355,256.1290322580645,0.0461391565505854,0.0967741935483871,0.4259259259259259,2
12475,1149.64,2,771,54,54.11111111111112,356.05625,574.82,385.5,0.0028006791646974,0.0,0.0,2
12476,14083.91,23,5631,358,16.006944444444443,486.15,612.3439130434782,244.82608695652172,0.0451606281432823,0.0434782608695652,0.3947368421052631,2
12477,20276.37,9,6119,295,23.124305555555555,600.8263888888889,2252.93,679.8888888888889,0.013292870082965,0.0,0.25,2
12478,680.99,1,236,36,4.120833333333334,0.0,680.99,236.0,0.0,0.0,0.0,0
12479,527.2,1,385,31,11.975,0.0,527.2,385.0,0.0,0.0,0.6666666666666666,2
12480,5464.85,7,2952,177,28.915277777777774,479.0631944444444,780.6928571428572,421.7142857142857,0.0124983545279773,0.0,0.125,2
12481,12185.51,15,7158,248,23.18125,584.8048611111111,812.3673333333334,477.2,0.0238987433007057,0.1333333333333333,0.1666666666666666,2
12482,23691.4,29,27042,42,576.8326388888889,77.26875,816.944827586207,932.4827586206897,0.3577417551704863,0.1724137931034483,0.09375,2
12483,5097.18,19,2160,68,17.825,660.1486111111111,268.27263157894737,113.6842105263158,0.0272253464614402,0.1052631578947368,0.2962962962962963,2
12484,6354.1,12,3266,329,33.050694444444446,648.7888888888889,529.5083333333333,272.1666666666667,0.0169285750927651,0.1666666666666666,0.25,2
12485,708.1,1,414,34,529.8944444444444,0.0,708.1,414.0,0.0,0.0,0.0,0
12486,1037.28,1,523,49,432.025,0.0,1037.28,523.0,0.0,0.0,0.0,2
12487,285.29999999999995,1,174,2,731.0513888888889,0.0,285.29999999999995,174.0,0.0,0.0,0.5,0
12488,1298.66,3,529,46,10.166666666666666,65.92777777777778,432.8866666666667,176.33333333333334,0.0298829584128828,0.3333333333333333,0.0,2
12489,334.93,1,105,15,336.9840277777778,0.0,334.93,105.0,0.0,0.0,0.0,0
12490,9823.64,21,5906,195,5.863194444444445,733.1354166666666,467.79238095238094,281.23809523809524,0.0272429303176922,0.1904761904761904,0.0454545454545454,2
12491,460.4,1,260,25,39.02222222222223,0.0,460.4,260.0,0.0,0.0,0.0,0
12492,715.21,3,444,38,63.89930555555556,340.01180555555555,238.4033333333333,148.0,0.0058648995941408,0.0,0.0,0
12493,433.74,2,207,20,166.10625,31.808333333333334,216.87,103.5,0.0304800609601219,0.0,0.3333333333333333,0
12494,1815.27,9,979,83,16.136111111111113,560.8208333333333,201.69666666666663,108.77777777777776,0.0142394149973671,0.2222222222222222,0.4705882352941176,2
12495,357.4,1,130,17,641.08125,0.0,357.4,130.0,0.0,0.0,0.5,0
12496,45.34,2,30,10,620.9472222222222,0.00625,22.67,15.0,0.9937888198757764,0.0,0.0,0
12497,6248.5,3,5685,41,82.01458333333333,563.1180555555555,2082.833333333333,1895.0,0.0035453571824258,0.0,0.25,2
12498,403.7000000000001,3,159,21,21.997916666666665,36.140972222222224,134.5666666666667,53.0,0.0538488865620851,0.0,0.0,0
12499,393.72,1,302,27,560.9013888888888,0.0,393.72,302.0,0.0,0.0,0.0,0
12500,5955.21,19,3377,88,23.854166666666668,650.0520833333334,313.4321052631579,177.73684210526315,0.0276475576390777,0.0526315789473684,0.24,2
12501,2169.39,1,1783,149,337.0152777777778,0.0,2169.39,1783.0,0.0,0.0,0.5,2
12502,3723.87,5,820,102,96.04027777777776,214.04930555555555,744.774,164.0,0.0186003855704925,0.0,0.0,2
12503,1126.0,1,561,2,584.9520833333333,0.0,1126.0,561.0,0.0,0.0,0.5,2
12504,779.05,4,458,11,18.866666666666667,578.2347222222222,194.7625,114.5,0.0051792475224733,0.0,0.3333333333333333,0
12505,955.2,1,324,42,409.14722222222224,0.0,955.2,324.0,0.0,0.0,0.6666666666666666,2
12506,73.5,1,23,23,233.1638888888889,0.0,73.5,23.0,0.0,0.0,0.0,0
12507,1844.06,4,1256,46,134.8201388888889,450.3236111111111,461.015,314.0,0.0066471151212636,0.0,0.2,2
12508,397.88,2,271,57,26.884027777777774,2.9652777777777777,198.94,135.5,0.2521891418563923,0.5,0.0,1
12509,176.5,1,55,7,284.9201388888889,0.0,176.5,55.0,0.0,0.0,0.0,0
12510,5178.02,9,2049,94,143.10763888888889,592.8527777777778,575.3355555555556,227.66666666666663,0.0134713523273164,0.0,0.4375,2
12511,3084.02,1,1753,190,429.0909722222222,0.0,3084.02,1753.0,0.0,0.0,0.5,2
12512,132.18,2,96,31,66.91319444444444,0.0013888888888888,66.09,48.0,0.9986130374479888,0.0,0.0,0
12513,612.29,1,462,35,113.0826388888889,0.0,612.29,462.0,0.0,0.0,0.5,2
12514,1597.76,2,840,76,267.84166666666664,374.18055555555554,798.88,420.0,0.0026653833339503,0.0,0.0,2
12515,383.7,1,131,16,353.8798611111111,0.0,383.7,131.0,0.0,0.0,0.0,0
12516,2648.62,4,1952,49,78.15069444444444,521.7909722222222,662.155,488.0,0.005738431150117,0.25,0.0,2
12517,2481.6,5,1361,232,28.948611111111116,161.95208333333332,496.32,272.2,0.0245470933428794,0.0,0.1666666666666666,2
12518,2056.89,5,1318,84,1.1090277777777775,109.87152777777776,411.378,263.6,0.0360777927405969,0.2,0.0,2
12519,716.54,2,387,34,64.14166666666667,413.0451388888889,358.27,193.5,0.0024151956056857,0.0,0.3333333333333333,2
12520,2634.26,5,1439,121,79.89375,194.15833333333333,526.8520000000001,287.8,0.0204961783167513,0.0,0.1666666666666666,2
12521,599.68,1,309,38,143.08263888888888,0.0,599.68,309.0,0.0,0.0,0.0,0
12522,192.72,2,194,11,39.888888888888886,12.034027777777778,96.36,97.0,0.076722254781821,0.0,0.0,0
12523,4352.35,23,2263,176,19.99652777777778,712.9645833333333,189.2326086956522,98.3913043478261,0.0308138533949221,0.1304347826086956,0.2333333333333333,2
12524,11126.11,17,7178,157,9.888194444444444,660.0347222222222,654.4770588235294,422.2352941176471,0.0242044774081038,0.0588235294117647,0.0555555555555555,2
12525,973.73,3,509,56,498.8625,149.08819444444444,324.57666666666665,169.66666666666666,0.0133254984337912,0.0,0.625,2
12526,1316.66,3,632,64,1.0284722222222222,93.90972222222224,438.8866666666667,210.66666666666663,0.0210726567644691,0.0,0.0,2
12527,735.51,5,526,26,82.03819444444444,447.84583333333336,147.102,105.2,0.0089117458667137,0.0,0.0,0
12528,1933.48,6,756,50,9.92361111111111,303.2326388888889,322.24666666666667,126.0,0.0164347915406475,0.0,0.25,2
12529,316.48,1,192,21,528.9861111111111,0.0,316.48,192.0,0.0,0.0,0.5,0
12530,3759.26,9,2713,94,60.01111111111111,582.9145833333333,417.6955555555556,301.44444444444446,0.0137006340111103,0.1111111111111111,0.25,2
12531,1933.2,2,1119,126,15.068055555555556,671.8715277777778,966.6,559.5,0.0014861678027937,0.0,0.3333333333333333,2
12532,349.83000000000004,1,153,16,30.960416666666667,0.0,349.83000000000004,153.0,0.0,0.0,0.0,0
12533,1367.89,2,704,63,628.0791666666667,110.9625,683.945,352.0,0.0089315619068884,0.0,0.6666666666666666,2
12534,1089.18,1,651,63,131.1,0.0,1089.18,651.0,0.0,0.0,0.0,2
12535,716.35,2,219,28,92.16805555555555,94.83402777777778,358.175,109.5,0.0104347069948768,0.0,0.0,0
12536,12601.830000000002,3,2803,260,43.9375,15.977777777777778,4200.610000000001,934.3333333333334,0.1178010471204188,0.0,0.4,2
12537,732.94,1,449,43,409.1763888888889,0.0,732.94,449.0,0.0,0.0,0.0,2
12538,640.45,2,336,33,29.815277777777776,349.1763888888889,320.225,168.0,0.0028557036731488,0.0,0.0,0
12539,11214.75,7,4535,276,22.97222222222222,694.0208333333334,1602.107142857143,647.8571428571429,0.0086328347471598,0.0,0.125,2
12540,22254.49,33,11019,354,20.054861111111112,712.7743055555555,674.3784848484848,333.90909090909093,0.0448320985372165,0.0606060606060606,0.0833333333333333,2
12541,981.18,3,680,46,30.09027777777778,251.04722222222225,327.06,226.66666666666663,0.007935020994743,0.3333333333333333,0.0,2
12542,481.88,2,522,39,484.7347222222222,156.11527777777778,240.94,261.0,0.006364753410005,0.0,0.5,0
12543,980.25,1,688,43,448.8743055555556,0.0,980.25,688.0,0.0,0.0,0.0,2
12544,372.7,1,136,19,36.857638888888886,0.0,372.7,136.0,0.0,0.0,0.5,0
12545,1000.39,2,523,42,75.96597222222222,184.06597222222223,500.195,261.5,0.0054034784892774,0.5,0.0,1
12546,1161.5,2,633,59,47.02847222222222,31.100694444444443,580.75,316.5,0.0311519740400216,0.0,0.3333333333333333,2
12547,383.58,3,309,13,198.00833333333333,302.94652777777776,127.86,103.0,0.0065801047790295,0.0,0.0,0
12548,95.2,1,49,5,166.88541666666666,0.0,95.2,49.0,0.0,1.0,0.0,1
12549,1575.68,6,1366,38,576.03125,121.98333333333332,262.61333333333334,227.66666666666663,0.0406559154356959,0.0,0.0,2
12550,964.83,1,569,57,79.92708333333333,0.0,964.83,569.0,0.0,0.0,0.0,2
12551,168.0,1,100,10,358.06041666666664,0.0,168.0,100.0,0.0,0.0,0.0,0
12552,437.82,2,88,20,39.11666666666667,0.9104166666666668,218.91,44.0,0.5234460196292258,0.0,0.0,0
12553,4608.75,12,2325,109,8.841666666666667,415.12708333333336,384.0625,193.75,0.0264342323308684,0.0833333333333333,0.2941176470588235,2
12554,468.5,1,240,26,449.01458333333335,0.0,468.5,240.0,0.0,0.0,0.0,0
12555,129.23,1,1,1,682.85,0.0,129.23,1.0,0.0,0.0,0.0,0
12556,599.56,2,355,100,50.98888888888889,100.9798611111111,299.78,177.5,0.009805857638014,0.0,0.0,0
12557,18096.14,8,6382,15,16.827083333333334,706.2638888888889,2262.0175,797.75,0.0098972959173654,0.125,0.0,2
12558,269.96,1,196,11,8.089583333333334,0.0,269.96,196.0,0.0,0.0,0.5,0
12559,561.71,2,283,21,311.12569444444443,8.984027777777778,280.855,141.5,0.1001599777422271,0.0,0.3333333333333333,0
12560,2134.01,3,1110,91,5.955555555555556,137.91597222222222,711.3366666666667,370.0,0.0143971925474532,0.3333333333333333,0.25,2
12561,238.85,1,177,16,303.0493055555556,0.0,238.85,177.0,0.0,0.0,0.0,0
12562,4966.92,9,2327,113,8.8125,427.1715277777778,551.88,258.55555555555554,0.0186841008357567,0.0,0.0,2
12563,249.24,1,113,13,409.12361111111113,0.0,249.24,113.0,0.0,0.0,0.0,0
12564,456.9,1,133,21,261.91319444444446,0.0,456.9,133.0,0.0,0.0,0.0,0
12565,145.92,1,80,9,289.09444444444443,0.0,145.92,80.0,0.0,0.0,0.5,0
12566,351.65,1,265,19,86.93055555555556,0.0,351.65,265.0,0.0,0.0,0.5,0
12567,11767.48,15,5308,365,23.075,644.0222222222222,784.4986666666666,353.8666666666667,0.021704678564046,0.2,0.1176470588235294,2
12568,70.0,1,48,5,645.1493055555555,0.0,70.0,48.0,0.0,0.0,0.0,0
12569,4124.69,32,1801,92,2.8513888888888888,250.10902777777775,128.8965625,56.28125,0.1234523516511475,0.0625,0.0857142857142857,2
12570,77.52,1,1,1,682.8069444444444,0.0,77.52,1.0,0.0,0.0,0.0,0
12571,519.61,2,523,31,40.10486111111111,81.90555555555555,259.805,261.5,0.0120619178449373,0.0,0.0,0
12572,1020.42,2,452,53,9.145833333333334,43.04166666666666,510.21,226.0,0.0227057710501419,0.0,0.3333333333333333,2
12573,717.41,5,479,107,227.8736111111111,237.93541666666667,143.482,95.8,0.0167409254592855,0.2,0.0,0
12574,218.45,1,61,11,316.1458333333333,0.0,218.45,61.0,0.0,0.0,0.0,0
12575,622.8199999999999,2,315,34,457.9868055555556,69.1625,311.41,157.5,0.0142526278282558,0.0,0.0,0
12576,2142.72,8,1494,114,36.110416666666666,490.85069444444446,267.84,186.75,0.0142319612009629,0.0,0.2727272727272727,2
12577,1617.1,8,1191,259,35.97638888888889,700.7451388888888,202.1375,148.875,0.0099751314431382,0.0,0.1111111111111111,2
12578,4642.45,4,2380,149,21.97222222222222,422.0909722222222,1160.6125,595.0,0.0070906736304084,0.0,0.4285714285714285,2
12579,440.42,1,285,29,78.81597222222223,0.0,440.42,285.0,0.0,0.0,0.6666666666666666,0
12580,1052.9,2,569,52,247.1013888888889,329.94375,526.45,284.5,0.0030216615361371,0.0,0.0,2
12581,197.71,1,161,15,40.1625,0.0,197.71,161.0,0.0,0.0,0.0,0
12582,1980.4,4,985,88,239.17013888888889,338.9513888888889,495.1,246.25,0.0088247911261822,0.0,0.0,2
12583,13591.58,27,8535,141,3.196527777777778,730.8402777777778,503.3918518518519,316.1111111111111,0.0355268776391327,0.1481481481481481,0.1290322580645161,2
