Customer ID,Monetary,Frequency,TotalItemsPurchased,UniqueProducts,Recency,CustomerLifetime,AverageOrderValue,AverageItemsPerOrder,PurchaseRate,WeekendPurchaseRatio,CancellationRate
12388,3901.11,8,2001,83,16.01388888888889,566.9833333333333,487.63875,250.125,0.012324305290648199,0.125,0.0
12389,1433.33,3,614,41,403.04027777777776,253.0673611111111,477.77666666666664,204.66666666666666,0.007871928103056659,0.0,0.0
12390,549.84,1,353,32,80.13680555555555,0.0,549.84,353.0,0.0,0.0,0.0
12391,2724.84,6,1204,241,22.02986111111111,641.0798611111111,454.14000000000004,200.66666666666666,0.007787193311666189,0.0,0.14285714285714285
12392,234.75000000000003,1,73,7,591.9486111111111,0.0,234.75000000000003,73.0,0.0,0.0,0.0
12393,2399.4500000000003,6,1311,63,72.88125,356.0777777777778,399.90833333333336,218.5,0.014002551576064972,0.0,0.14285714285714285
12394,1272.48,2,819,26,64.19583333333334,153.7548611111111,636.24,409.5,0.006461832557763848,0.0,0.0
12395,4721.17,15,3205,145,19.895138888888887,583.2118055555555,314.74466666666666,213.66666666666666,0.02396391149043405,0.06666666666666667,0.16666666666666666
12396,931.43,1,591,65,674.9777777777778,0.0,931.43,591.0,0.0,0.0,0.0
12397,2409.9,2,1263,110,36.12361111111111,99.81319444444445,1204.95,631.5,0.009919336506602558,0.0,0.0
12398,1635.6599999999999,1,1394,85,46.09930555555555,0.0,1635.6599999999999,1394.0,0.0,0.0,0.0
12399,1962.3,7,2198,67,119.98263888888889,525.1875,280.3285714285714,314.0,0.01140277942748545,0.0,0.0
12400,205.25,1,91,11,414.96180555555554,0.0,205.25,91.0,0.0,0.0,0.0
12401,84.3,1,11,5,303.9583333333333,0.0,84.3,11.0,0.0,0.0,0.0
12402,1256.9,6,584,43,323.9590277777778,347.0472222222222,209.48333333333335,97.33333333333333,0.014365866700719092,0.3333333333333333,0.14285714285714285
12403,1019.36,2,260,5,50.08263888888889,471.96666666666664,509.68,130.0,0.002114313905137783,0.0,0.3333333333333333
12404,63.24,1,1,1,682.8506944444445,0.0,63.24,1.0,0.0,0.0,0.0
12405,1710.39,1,857,54,149.1652777777778,0.0,1710.39,857.0,0.0,0.0,0.0
12406,6390.36,5,3416,114,22.727777777777778,675.2208333333333,1278.072,683.2,0.005915227397361562,0.0,0.2857142857142857
12407,1708.1200000000001,5,1416,57,50.110416666666666,214.86805555555554,341.624,283.2,0.018529837542222937,0.2,0.0
12408,4340.7699999999995,8,2229,104,33.015972222222224,465.9583333333333,542.5962499999999,278.625,0.014990630855715179,0.0,0.42857142857142855
12409,23419.29,7,13143,177,79.09166666666667,486.80347222222224,3345.612857142857,1877.5714285714287,0.012300035448018826,0.14285714285714285,0.46153846153846156
12410,1013.71,3,341,36,309.0909722222222,193.8840277777778,337.90333333333336,113.66666666666667,0.010262513674443134,0.3333333333333333,0.25
12411,346.9,1,138,22,410.1423611111111,0.0,346.9,138.0,0.0,0.0,0.0
12412,2596.93,6,1997,82,75.10694444444445,464.87083333333334,432.82166666666666,332.8333333333333,0.010732588610934719,0.0,0.25
12413,999.45,4,319,41,67.15972222222223,335.8152777777778,249.8625,79.75,0.008906959386739351,0.25,0.3333333333333333
12414,952.41,6,495,21,217.91597222222222,246.10347222222222,158.73499999999999,82.5,0.020234438452177872,0.0,0.25
12415,144458.37,28,91447,498,24.93611111111111,503.24444444444447,5159.2275,3265.964285714286,0.05354545855184875,0.0,0.15151515151515152
12416,202.56,1,132,11,657.1048611111111,0.0,202.56,132.0,0.0,1.0,0.0
12417,6797.41,20,2884,270,3.915277777777778,730.1819444444444,339.8705,144.2,0.025985324370169306,0.1,0.25925925925925924
12418,2021.2,4,1088,90,113.07083333333334,517.8479166666667,505.3,272.0,0.005782041140828839,0.0,0.2
12419,503.01,2,231,23,386.1152777777778,27.975,251.505,115.5,0.03451251078515962,0.0,0.0
12420,600.39,1,345,29,64.16319444444444,0.0,600.39,345.0,0.0,0.0,0.0
12421,1098.6,6,652,44,16.15486111111111,489.7986111111111,183.1,108.66666666666667,0.010187477891758048,0.16666666666666666,0.25
12422,5231.8,17,2596,137,96.12638888888888,625.8777777777777,307.7529411764706,152.7058823529412,0.025523316613197684,0.11764705882352941,0.19047619047619047
12423,2622.39,10,1793,128,1.1111111111111112,465.02708333333334,262.239,179.3,0.019312182321306434,0.0,0.09090909090909091
12424,3340.03,4,2025,78,163.03055555555557,385.86875,835.0075,506.25,0.00775456792516842,0.0,0.42857142857142855
12425,1741.41,2,1147,87,78.80486111111111,370.13958333333335,870.705,573.5,0.002694404059568783,0.0,0.3333333333333333
12426,1345.21,2,584,73,195.01666666666668,468.15625,672.605,292.0,0.002131486045427296,0.5,0.3333333333333333
12427,825.8,3,533,26,22.1625,349.925,275.26666666666665,177.66666666666666,0.005699223480800741,0.0,0.4
12428,7956.46,9,3536,258,26.18611111111111,257.9506944444444,884.0511111111111,392.8888888888889,0.030893912129346807,0.1111111111111111,0.25
12429,6204.41,8,2890,124,9.811111111111112,537.1625,775.55125,361.25,0.013007223654565303,0.0,0.1111111111111111
12430,256.4,1,117,11,43.90347222222222,0.0,256.4,117.0,0.0,0.0,0.0
12431,10432.22,27,4600,244,36.03819444444444,658.11875,386.3785185185185,170.37037037037038,0.03944660958287107,0.07407407407407407,0.18181818181818182
12432,5059.32,5,1801,107,43.046527777777776,129.92777777777778,1011.8639999999999,360.2,0.030551194466839224,0.0,0.0
12433,16794.14,10,13534,285,1.1166666666666667,476.02708333333334,1679.414,1353.4,0.01886685329711363,0.0,0.09090909090909091
12434,1103.43,3,532,62,85.00833333333334,296.9583333333333,367.81,177.33333333333334,0.006712347923367361,0.0,0.4
12435,13925.93,6,4958,88,80.15555555555555,657.7972222222222,2320.9883333333332,826.3333333333334,0.0075895887707817696,0.0,0.0
12436,509.01,1,211,16,100.02847222222222,0.0,509.01,211.0,0.0,0.0,0.0
12437,12683.4,39,8000,273,2.0520833333333335,735.7993055555555,325.2153846153846,205.12820512820514,0.05157442428823619,0.05128205128205128,0.1702127659574468
12438,2906.85,2,1180,84,14.973611111111111,125.99930555555555,1453.425,590.0,0.007874058803908596,0.0,0.0
12439,1142.88,2,478,69,683.0270833333333,43.14652777777778,571.44,239.0,0.022651838102279342,0.0,0.3333333333333333
12440,859.2,2,331,21,462.98541666666665,255.04722222222222,429.6,165.5,0.003905529578962214,0.0,0.3333333333333333
12441,173.55,1,121,11,367.08680555555554,0.0,173.55,121.0,0.0,0.0,0.0
12442,172.06,1,182,12,3.936111111111111,0.0,172.06,182.0,0.0,0.0,0.0
12443,485.31,1,182,21,732.8805555555556,0.0,485.31,182.0,0.0,0.0,0.0
12444,5005.46,5,1153,138,21.977083333333333,149.97430555555556,1001.092,230.6,0.026494574591886956,0.0,0.0
12445,434.98,2,206,24,22.75486111111111,398.2604166666667,217.49,103.0,0.0025046309582822403,0.0,0.3333333333333333
12446,1002.3100000000001,1,351,57,58.0,0.0,1002.3100000000001,351.0,0.0,0.0,0.0
12447,476.49,1,190,26,243.97569444444446,0.0,476.49,190.0,0.0,1.0,0.0
12448,449.45,1,243,22,44.96111111111111,0.0,449.45,243.0,0.0,0.0,0.0
12449,4835.89,6,2282,125,22.961111111111112,416.17291666666665,805.9816666666667,380.3333333333333,0.011985437693202759,0.16666666666666666,0.0
12450,688.2,5,442,31,156.92291666666668,318.0625,137.64000000000001,88.4,0.012536728697355533,0.4,0.2857142857142857
12451,12669.88,8,9359,352,11.17361111111111,518.8208333333333,1583.735,1169.875,0.013466178250519009,0.0,0.2
12452,430.57,2,185,21,17.09861111111111,0.09930555555555555,215.285,92.5,0.9096651926721415,0.0,0.3333333333333333
12453,707.09,1,473,43,134.94583333333333,0.0,707.09,473.0,0.0,0.0,0.0
12454,16679.78,5,7703,24,56.81736111111111,364.9861111111111,3335.9559999999997,1540.6,0.010929376494250694,0.0,0.4444444444444444
12455,5879.95,10,3302,199,73.88819444444445,648.1236111111111,587.995,330.2,0.013864847689940923,0.0,0.0
12456,3181.04,3,1633,105,44.922916666666666,210.22847222222222,1060.3466666666666,544.3333333333334,0.009468420516226176,0.3333333333333333,0.25
12457,2995.91,8,1094,63,66.98402777777778,368.8013888888889,374.48875,136.75,0.01892907979884097,0.0,0.42857142857142855
12458,1777.49,4,986,71,71.89236111111111,416.2027777777778,444.3725,246.5,0.007190747904363053,0.0,0.0
12459,454.36,1,258,23,605.9145833333333,0.0,454.36,258.0,0.0,0.0,0.0
12460,326.65,1,170,18,456.9576388888889,0.0,326.65,170.0,0.0,0.0,0.0
12461,826.88,2,287,35,94.82847222222222,60.27361111111111,413.44,143.5,0.016320239363510666,0.0,0.0
12462,1189.59,2,536,51,19.152083333333334,284.76875,594.795,268.0,0.0034993329396583775,0.0,0.5
12463,1344.78,4,776,65,53.9625,188.03958333333333,336.195,194.0,0.015869692194095154,0.0,0.42857142857142855
12464,1212.05,8,112,6,10.970138888888888,299.00208333333336,151.50625,14.0,0.023333171297421542,0.0,0.0
12465,742.1899999999999,2,479,46,17.844444444444445,152.12291666666667,371.09499999999997,239.5,0.006530701097974122,0.0,0.3333333333333333
12466,56.73,1,1,1,682.85,0.0,56.73,1.0,0.0,0.0,0.0
12467,132.8,1,129,9,423.88125,0.0,132.8,129.0,0.0,0.0,0.5
12468,3670.74,5,2201,127,188.05138888888888,495.06041666666664,734.1479999999999,440.2,0.008063533927738977,0.2,0.5
12469,3070.54,2,2552,76,523.0069444444445,14.090277777777779,1535.27,1276.0,0.06626783248964564,0.0,0.0
12470,211.95,1,95,23,690.0756944444445,0.0,211.95,95.0,0.0,0.0,0.0
12471,39918.19,79,16858,255,2.879861111111111,730.2097222222222,505.2935443037975,213.39240506329114,0.10667254226728537,0.0379746835443038,0.3875968992248062
12472,16249.289999999999,19,10378,397,32.950694444444444,693.1333333333333,855.2257894736841,546.2105263157895,0.025931617364579333,0.10526315789473684,0.4864864864864865
12473,3928.0499999999997,5,2414,140,29.961111111111112,162.14652777777778,785.6099999999999,482.8,0.02451783715218511,0.0,0.4444444444444444
12474,12372.75,31,7940,369,17.924305555555556,649.2069444444444,399.1209677419355,256.1290322580645,0.0461391565505854,0.0967741935483871,0.42592592592592593
12475,1149.64,2,771,54,54.111111111111114,356.05625,574.82,385.5,0.002800679164697439,0.0,0.0
12476,14083.91,23,5631,358,16.006944444444443,486.15,612.3439130434782,244.82608695652175,0.04516062814328236,0.043478260869565216,0.39473684210526316
12477,20276.37,9,6119,295,23.124305555555555,600.8263888888889,2252.93,679.8888888888889,0.013292870082965048,0.0,0.25
12478,680.99,1,236,36,4.120833333333334,0.0,680.99,236.0,0.0,0.0,0.0
12479,527.2,1,385,31,11.975,0.0,527.2,385.0,0.0,0.0,0.6666666666666666
12480,5464.85,7,2952,177,28.915277777777778,479.06319444444443,780.6928571428572,421.7142857142857,0.012498354527977365,0.0,0.125
12481,12185.51,15,7158,248,23.18125,584.8048611111111,812.3673333333334,477.2,0.0238987433007057,0.13333333333333333,0.16666666666666666
12482,23691.4,29,27042,42,576.8326388888889,77.26875,816.944827586207,932.4827586206897,0.35774175517048634,0.1724137931034483,0.09375
12483,5097.18,19,2160,68,17.825,660.1486111111111,268.27263157894737,113.6842105263158,0.027225346461440213,0.10526315789473684,0.2962962962962963
12484,6354.1,12,3266,329,33.050694444444446,648.7888888888889,529.5083333333333,272.1666666666667,0.016928575092765172,0.16666666666666666,0.25
12485,708.1,1,414,34,529.8944444444444,0.0,708.1,414.0,0.0,0.0,0.0
12486,1037.28,1,523,49,432.025,0.0,1037.28,523.0,0.0,0.0,0.0
12487,285.29999999999995,1,174,2,731.0513888888889,0.0,285.29999999999995,174.0,0.0,0.0,0.5
12488,1298.66,3,529,46,10.166666666666666,65.92777777777778,432.8866666666667,176.33333333333334,0.029882958412882875,0.3333333333333333,0.0
12489,334.93,1,105,15,336.9840277777778,0.0,334.93,105.0,0.0,0.0,0.0
12490,9823.64,21,5906,195,5.863194444444445,733.1354166666666,467.79238095238094,281.23809523809524,0.027242930317692298,0.19047619047619047,0.045454545454545456
12491,460.40000000000003,1,260,25,39.022222222222226,0.0,460.40000000000003,260.0,0.0,0.0,0.0
12492,715.21,3,444,38,63.89930555555556,340.01180555555555,238.40333333333334,148.0,0.005864899594140802,0.0,0.0
12493,433.74,2,207,20,166.10625,31.808333333333334,216.87,103.5,0.030480060960121916,0.0,0.3333333333333333
12494,1815.27,9,979,83,16.136111111111113,560.8208333333333,201.69666666666666,108.77777777777777,0.014239414997367191,0.2222222222222222,0.47058823529411764
12495,357.4,1,130,17,641.08125,0.0,357.4,130.0,0.0,0.0,0.5
12496,45.34,2,30,10,620.9472222222222,0.00625,22.67,15.0,0.9937888198757763,0.0,0.0
12497,6248.5,3,5685,41,82.01458333333333,563.1180555555555,2082.8333333333335,1895.0,0.0035453571824258616,0.0,0.25
12498,403.70000000000005,3,159,21,21.997916666666665,36.140972222222224,134.5666666666667,53.0,0.05384888656208515,0.0,0.0
12499,393.72,1,302,27,560.9013888888888,0.0,393.72,302.0,0.0,0.0,0.0
12500,5955.21,19,3377,88,23.854166666666668,650.0520833333334,313.4321052631579,177.73684210526315,0.027647557639077773,0.05263157894736842,0.24
12501,2169.39,1,1783,149,337.0152777777778,0.0,2169.39,1783.0,0.0,0.0,0.5
12502,3723.87,5,820,102,96.04027777777777,214.04930555555555,744.774,164.0,0.018600385570492557,0.0,0.0
12503,1126.0,1,561,2,584.9520833333333,0.0,1126.0,561.0,0.0,0.0,0.5
12504,779.05,4,458,11,18.866666666666667,578.2347222222222,194.7625,114.5,0.0051792475224733785,0.0,0.3333333333333333
12505,955.2,1,324,42,409.14722222222224,0.0,955.2,324.0,0.0,0.0,0.6666666666666666
12506,73.5,1,23,23,233.1638888888889,0.0,73.5,23.0,0.0,0.0,0.0
12507,1844.06,4,1256,46,134.8201388888889,450.3236111111111,461.015,314.0,0.00664711512126369,0.0,0.2
12508,397.88,2,271,57,26.884027777777778,2.9652777777777777,198.94,135.5,0.2521891418563923,0.5,0.0
12509,176.5,1,55,7,284.9201388888889,0.0,176.5,55.0,0.0,0.0,0.0
12510,5178.02,9,2049,94,143.10763888888889,592.8527777777778,575.3355555555556,227.66666666666666,0.013471352327316442,0.0,0.4375
12511,3084.02,1,1753,190,429.0909722222222,0.0,3084.02,1753.0,0.0,0.0,0.5
12512,132.18,2,96,31,66.91319444444444,0.001388888888888889,66.09,48.0,0.9986130374479889,0.0,0.0
12513,612.29,1,462,35,113.0826388888889,0.0,612.29,462.0,0.0,0.0,0.5
12514,1597.76,2,840,76,267.84166666666664,374.18055555555554,798.88,420.0,0.0026653833339503204,0.0,0.0
12515,383.7,1,131,16,353.8798611111111,0.0,383.7,131.0,0.0,0.0,0.0
12516,2648.62,4,1952,49,78.15069444444444,521.7909722222222,662.155,488.0,0.005738431150117094,0.25,0.0
12517,2481.6,5,1361,232,28.948611111111113,161.95208333333332,496.32,272.2,0.02454709334287943,0.0,0.16666666666666666
12518,2056.89,5,1318,84,1.1090277777777777,109.87152777777777,411.378,263.6,0.036077792740596915,0.2,0.0
12519,716.54,2,387,34,64.14166666666667,413.0451388888889,358.27,193.5,0.002415195605685773,0.0,0.3333333333333333
12520,2634.26,5,1439,121,79.89375,194.15833333333333,526.8520000000001,287.8,0.020496178316751355,0.0,0.16666666666666666
12521,599.68,1,309,38,143.08263888888888,0.0,599.68,309.0,0.0,0.0,0.0
12522,192.72,2,194,11,39.888888888888886,12.034027777777778,96.36,97.0,0.07672225478182108,0.0,0.0
12523,4352.35,23,2263,176,19.99652777777778,712.9645833333333,189.2326086956522,98.3913043478261,0.030813853394922135,0.13043478260869565,0.23333333333333334
12524,11126.11,17,7178,157,9.888194444444444,660.0347222222222,654.4770588235294,422.2352941176471,0.02420447740810388,0.058823529411764705,0.05555555555555555
12525,973.73,3,509,56,498.8625,149.08819444444444,324.57666666666665,169.66666666666666,0.013325498433791244,0.0,0.625
12526,1316.66,3,632,64,1.0284722222222222,93.90972222222223,438.8866666666667,210.66666666666666,0.021072656764469157,0.0,0.0
12527,735.51,5,526,26,82.03819444444444,447.84583333333336,147.102,105.2,0.0089117458667137,0.0,0.0
12528,1933.48,6,756,50,9.92361111111111,303.2326388888889,322.24666666666667,126.0,0.016434791540647576,0.0,0.25
12529,316.48,1,192,21,528.9861111111111,0.0,316.48,192.0,0.0,0.0,0.5
12530,3759.26,9,2713,94,60.01111111111111,582.9145833333333,417.6955555555556,301.44444444444446,0.013700634011110359,0.1111111111111111,0.25
12531,1933.2,2,1119,126,15.068055555555556,671.8715277777778,966.6,559.5,0.001486167802793789,0.0,0.3333333333333333
12532,349.83000000000004,1,153,16,30.960416666666667,0.0,349.83000000000004,153.0,0.0,0.0,0.0
12533,1367.89,2,704,63,628.0791666666667,110.9625,683.945,352.0,0.008931561906888466,0.0,0.6666666666666666
12534,1089.18,1,651,63,131.1,0.0,1089.18,651.0,0.0,0.0,0.0
12535,716.35,2,219,28,92.16805555555555,94.83402777777778,358.175,109.5,0.01043470699487685,0.0,0.0
12536,12601.830000000002,3,2803,260,43.9375,15.977777777777778,4200.610000000001,934.3333333333334,0.11780104712041885,0.0,0.4
12537,732.94,1,449,43,409.1763888888889,0.0,732.94,449.0,0.0,0.0,0.0
12538,640.45,2,336,33,29.815277777777776,349.1763888888889,320.225,168.0,0.00285570367314885,0.0,0.0
12539,11214.75,7,4535,276,22.97222222222222,694.0208333333334,1602.107142857143,647.8571428571429,0.008632834747159857,0.0,0.125
12540,22254.49,33,11019,354,20.054861111111112,712.7743055555555,674.3784848484848,333.90909090909093,0.04483209853721658,0.06060606060606061,0.08333333333333333
12541,981.18,3,680,46,30.09027777777778,251.04722222222222,327.06,226.66666666666666,0.00793502099474305,0.3333333333333333,0.0
12542,481.88,2,522,39,484.7347222222222,156.11527777777778,240.94,261.0,0.0063647534100050385,0.0,0.5
12543,980.25,1,688,43,448.87430555555557,0.0,980.25,688.0,0.0,0.0,0.0
12544,372.7,1,136,19,36.857638888888886,0.0,372.7,136.0,0.0,0.0,0.5
12545,1000.39,2,523,42,75.96597222222222,184.06597222222223,500.195,261.5,0.0054034784892774725,0.5,0.0
12546,1161.5,2,633,59,47.02847222222222,31.100694444444443,580.75,316.5,0.031151974040021634,0.0,0.3333333333333333
12547,383.58,3,309,13,198.00833333333333,302.94652777777776,127.86,103.0,0.0065801047790295724,0.0,0.0
12548,95.19999999999999,1,49,5,166.88541666666666,0.0,95.19999999999999,49.0,0.0,1.0,0.0
12549,1575.68,6,1366,38,576.03125,121.98333333333333,262.61333333333334,227.66666666666666,0.0406559154356959,0.0,0.0
12550,964.83,1,569,57,79.92708333333333,0.0,964.83,569.0,0.0,0.0,0.0
12551,168.0,1,100,10,358.06041666666664,0.0,168.0,100.0,0.0,0.0,0.0
12552,437.82,2,88,20,39.11666666666667,0.9104166666666667,218.91,44.0,0.5234460196292258,0.0,0.0
12553,4608.75,12,2325,109,8.841666666666667,415.12708333333336,384.0625,193.75,0.026434232330868473,0.08333333333333333,0.29411764705882354
12554,468.5,1,240,26,449.01458333333335,0.0,468.5,240.0,0.0,0.0,0.0
12555,129.23,1,1,1,682.85,0.0,129.23,1.0,0.0,0.0,0.0
12556,599.56,2,355,100,50.98888888888889,100.9798611111111,299.78,177.5,0.009805857638014042,0.0,0.0
12557,18096.14,8,6382,15,16.827083333333334,706.2638888888889,2262.0175,797.75,0.009897295917365434,0.125,0.0
12558,269.96,1,196,11,8.089583333333334,0.0,269.96,196.0,0.0,0.0,0.5
12559,561.71,2,283,21,311.12569444444443,8.984027777777778,280.855,141.5,0.10015997774222717,0.0,0.3333333333333333
12560,2134.01,3,1110,91,5.955555555555556,137.91597222222222,711.3366666666667,370.0,0.014397192547453247,0.3333333333333333,0.25
12561,238.85,1,177,16,303.0493055555556,0.0,238.85,177.0,0.0,0.0,0.0
12562,4966.92,9,2327,113,8.8125,427.1715277777778,551.88,258.55555555555554,0.0186841008357567,0.0,0.0
12563,249.24,1,113,13,409.12361111111113,0.0,249.24,113.0,0.0,0.0,0.0
12564,456.9,1,133,21,261.91319444444446,0.0,456.9,133.0,0.0,0.0,0.0
12565,145.92,1,80,9,289.09444444444443,0.0,145.92,80.0,0.0,0.0,0.5
12566,351.65,1,265,19,86.93055555555556,0.0,351.65,265.0,0.0,0.0,0.5
12567,11767.48,15,5308,365,23.075,644.0222222222222,784.4986666666666,353.8666666666667,0.021704678564046027,0.2,0.11764705882352941
12568,70.0,1,48,5,645.1493055555555,0.0,70.0,48.0,0.0,0.0,0.0
12569,4124.69,32,1801,92,2.8513888888888888,250.10902777777778,128.8965625,56.28125,0.12345235165114754,0.0625,0.08571428571428572
12570,77.52,1,1,1,682.8069444444444,0.0,77.52,1.0,0.0,0.0,0.0
12571,519.61,2,523,31,40.10486111111111,81.90555555555555,259.805,261.5,0.012061917844937346,0.0,0.0
12572,1020.42,2,452,53,9.145833333333334,43.041666666666664,510.21,226.0,0.02270577105014191,0.0,0.3333333333333333
12573,717.41,5,479,107,227.8736111111111,237.93541666666667,143.482,95.8,0.016740925459285547,0.2,0.0
12574,218.45,1,61,11,316.1458333333333,0.0,218.45,61.0,0.0,0.0,0.0
12575,622.8199999999999,2,315,34,457.9868055555556,69.1625,311.40999999999997,157.5,0.014252627828255836,0.0,0.0
12576,2142.72,8,1494,114,36.110416666666666,490.85069444444446,267.84,186.75,0.014231961200962916,0.0,0.2727272727272727
12577,1617.1,8,1191,259,35.97638888888889,700.7451388888888,202.1375,148.875,0.009975131443138288,0.0,0.1111111111111111
12578,4642.45,4,2380,149,21.97222222222222,422.0909722222222,1160.6125,595.0,0.007090673630408485,0.0,0.42857142857142855
12579,440.42,1,285,29,78.81597222222223,0.0,440.42,285.0,0.0,0.0,0.6666666666666666
12580,1052.9,2,569,52,247.1013888888889,329.94375,526.45,284.5,0.0030216615361371834,0.0,0.0
12581,197.71,1,161,15,40.1625,0.0,197.71,161.0,0.0,0.0,0.0
12582,1980.4,4,985,88,239.17013888888889,338.9513888888889,495.1,246.25,0.008824791126182256,0.0,0.0
12583,13591.58,27,8535,141,3.196527777777778,730.8402777777778,503.39185185185187,316.1111111111111,0.0355268776391327,0.14814814814814814,0.12903225806451613
12584,2338.15,9,416,44,4.135416666666667,276.7638888888889,259.7944444444445,46.22222222222222,0.0288014400720036,0.1111111111111111,0.5
12585,2040.1,2,1279,77,234.96597222222223,117.02847222222222,1020.05,639.5,0.008472531933796577,0.0,0.5
12586,2062.67,4,687,82,17.851388888888888,706.13125,515.6675,171.75,0.004242493879318726,0.0,0.2
12587,144.0,1,51,4,8.002083333333333,0.0,144.0,51.0,0.0,0.0,0.0
12588,958.78,4,438,31,39.90902777777778,558.1104166666667,239.695,109.5,0.005365666441855179,0.0,0.2
12589,4695.66,8,1764,121,29.104861111111113,660.9118055555556,586.9575,220.5,0.010575427030078067,0.0,0.2727272727272727
